Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;;;;
2024;3291LM;1; 220.000 ;;;;
2024;3292LA;1; 531.900 ;;;;
2024;3311JG;1; 265.600 ;;;;
2024;3317JP;1; 642.600 ;;;;
2024;3328AS;1; 34.000 ;;;;
2024;3328LE;1; 167.520 ;;;;
2024;3329KA;1; 251.100 ;;;;
2024;3329KH;1; 356.600 ;;;;
2024;3329KM;1; 1.200.500 ;;;;
2024;3329KS;1; 12.000 ;;;;
2024;3329KT;1; 791.300 ;;;;
2024;3329LA;1; 893.300 ;;;;
2024;33334;1; 70.900 ;;;;
2024;3334LB;1; 148.800 ;;;;
2024;3335LD;1; 288.000 ;;;;
2024;3335LJ;2; 1.670.600 ;;;;
2024;3343LE;1; 65.800 ;;;;
2024;3355PM;1; 598.700 ;;;;
2024;3363WB;1; 235.400 ;;;;
2024;3364AK;1; 894.400 ;;;;
2024;3364BC;1; 2.946.120 ;;;;
2024;3366BE;1; 92.200 ;;;;
2024;3372DV;1; 1.046.600 ;;;;
2024;3373LA;1; 572.200 ;;;;
2024;3381GC;2; 426.000 ;;;;
2024;3381JR;1; 348.900 ;;;;
2024;3381JT;1; 97.800 ;;;;
2024;3381KS;1; 229.600 ;;;;
2024;3401NT;1; 99.300 ;;;;
2024;3401VA;1; 549.900 ;;;;
2024;3402PH;1; 157.000 ;;;;
2024;3405CJ;1; 238.400 ;;;;
2024;3411NB;1; 90.000 ;;;;
2024;3417BN;1; 353.800 ;;;;
2024;3417BR;1; 452.060 ;;;;
2024;3417MC;1; 89.000 ;;;;
2024;3417ME;1; 473.800 ;;;;
2024;3417XG;1; 440.400 ;;;;
2024;3421VJ;1; 167.000 ;;;;
2024;3425EN;1; 385.000 ;;;;
2024;3425TG;1; 694.761 ;;;;
2024;3444BC;1; 545.600 ;;;;
2024;3449HJ;1; 122.500 ;;;;
2024;3451GA;1; 231.200 ;;;;
2024;3451HJ;1; 814.120 ;;;;
2024;3454HX;2; 1.948.000 ;;;;
2024;3455RM;1; 141.500 ;;;;
2024;3455RN;1; 109.020 ;;;;
2024;3467PC;1; 116.000 ;;;;
2024;3471GV;1; 26.300 ;;;;
2024;3471HJ;1; 43.500 ;;;;
2024;3481BC;1; 74.000 ;;;;
2024;3481CT;1; 1.162.500 ;;;;
2024;3481GW;1; 358.000 ;;;;
2024;3481LD;1; 22.000 ;;;;
2024;3481LE;2; 107.500 ;;;;
2024;3481LN;1; 186.600 ;;;;
2024;3481LR;1; 132.300 ;;;;
2024;3566MH;1; 180.400 ;;;;
2024;3573PS;1; 325.700 ;;;;
2024;3573PT;1; 438.400 ;;;;
2024;3581BG;1; 743.400 ;;;;
2024;3584AB;1; 52.000 ;;;;
2024;3584CL;1; 1.473.800 ;;;;
2024;3601XR;1; 384.500 ;;;;
2024;3602AH;1; 207.700 ;;;;
2024;3615AA;1; 118.000 ;;;;
2024;3621LA;2; 288.800 ;;;;
2024;3621LE;1; 812.100 ;;;;
2024;3632ER;1; 432.000 ;;;;
2024;3632GA;1; 67.180 ;;;;
2024;3633AK;1; 278.700 ;;;;
2024;3640;1; 208.000 ;;;;
2024;3641PH;1; 17.200 ;;;;
2024;3641PR;1; 767.600 ;;;;
2024;3641PX;1; 195.000 ;;;;
2024;3641RA;1; 235.000 ;;;;
2024;3641RK;1; 90.600 ;;;;
2024;3645CL;1; 141.700 ;;;;
2024;3646AL;1; 170.900 ;;;;
2024;3646AS;1; 109.700 ;;;;
2024;3646AT;1; 668.800 ;;;;
2024;3646AV;1; 471.920 ;;;;
2024;3648NM;1; 101.800 ;;;;
2024;3707HN;1; 449.000 ;;;;
2024;3707NZ;1; 471.500 ;;;;
2024;3709JN;1; 365.400 ;;;;
2024;3722GX;1; 379.900 ;;;;
2024;3723BB;1; 547.000 ;;;;
2024;3723MC;1; 879.600 ;;;;
2024;3731GB;1; 229.000 ;;;;
2024;3732HT;1; 44.000 ;;;;
2024;3732HV;1; 72.000 ;;;;
2024;3732HX;1; 83.300 ;;;;
2024;3734BP;1; 326.800 ;;;;
2024;3737AD;1; 31.600 ;;;;
2024;3737AJ;1; 165.100 ;;;;
2024;3737BL;1; 817.000 ;;;;
2024;3737MD;1; 712.200 ;;;;
2024;3737MN;1; 921.300 ;;;;
2024;3737MR;1; 472.800 ;;;;
2024;3737RH;1; 77.000 ;;;;
2024;3738MA;1; 277.500 ;;;;
2024;3738XL;1; 208.000 ;;;;
2024;3743HJ;1; 553.200 ;;;;
2024;3744BW;1; 325.000 ;;;;
2024;3744ML;1; 166.280 ;;;;
2024;3751LC;1; 36.650 ;;;;
2024;3751LD;1; 1.505.900 ;;;;
2024;3751LE;1; 28.140 ;;;;
2024;3752LK;1; 236.000 ;;;;
2024;3754NC;1; 48.000 ;;;;
2024;3755CP;1; 615.400 ;;;;
2024;3755DA;2; 26.110.300 ;;;;
2024;3755DC;1; 140.860 ;;;;
2024;3755DH;1; 117.000 ;;;;
2024;3755DL;1; 83.000 ;;;;
2024;3755MR;1; 1.822.000 ;;;;
2024;3755MT;1; 182.850 ;;;;
2024;3755MX;1; 40.000 ;;;;
2024;3755NM;3; 2.540.100 ;;;;
2024;3755TA;1; 48.000 ;;;;
2024;3762LB;2; 1.442.700 ;;;;
2024;3766AD;1; 864.000 ;;;;
2024;3766HZ;1; 102.000 ;;;;
2024;3768HD;1; 371.000 ;;;;
2024;3768HL;1; 360.000 ;;;;
2024;3768HP;1; 529.000 ;;;;
2024;3768ML;1; 129.000 ;;;;
2024;3768MP;1; 329.000 ;;;;
2024;3771RN;1; 550.900 ;;;;
2024;3771RR;1; 42.740 ;;;;
2024;3771SH;1; 451.000 ;;;;
2024;3771SK;1; 72.000 ;;;;
2024;3774BV;1; 38.200 ;;;;
2024;3774JP;1; 138.100 ;;;;
2024;3774PK;1; 128.300 ;;;;
2024;3774TK;1; 293.900 ;;;;
2024;3774TN;1; 402.600 ;;;;
2024;3775KM;1; 8.000 ;;;;
2024;3775KV;1; 53.040 ;;;;
2024;3776LR;1; 327.500 ;;;;
2024;3776MG;1; 205.000 ;;;;
2024;3776PX;1; 268.100 ;;;;
2024;3776PZ;1; 154.130 ;;;;
2024;3781LT;1; 143.180 ;;;;
2024;3781NN;2; 1.150.400 ;;;;
2024;3781PC;1; 745.500 ;;;;
2024;3784VA;1; 195.000 ;;;;
2024;3784WN;1; 235.100 ;;;;
2024;3785KJ;1; 158.700 ;;;;
2024;3785KN;1; 191.500 ;;;;
2024;3791PL;1; 185.000 ;;;;
2024;3791VJ;1; 257.900 ;;;;
2024;3794MV;1; 591.700 ;;;;
2024;3816BW;1; 410.700 ;;;;
2024;3818LA;1; 292.500 ;;;;
2024;3826NE;1; 101.900 ;;;;
2024;3831JS;1; 188.800 ;;;;
2024;3833AA;1; 1.388.100 ;;;;
2024;3833LD;1; 524.000 ;;;;
2024;3835PP;1; 433.200 ;;;;
2024;3836PA;1; 350.500 ;;;;
2024;3846AV;1; 3.363.224 ;;;;
2024;3849MR;1; 272.900 ;;;;
2024;3849NN;1; 232.000 ;;;;
2024;3852AM;1; 437.950 ;;;;
2024;3852PB;1; 152.400 ;;;;
2024;3852PL;2; 654.980 ;;;;
2024;3853LX;1; 200.150 ;;;;
2024;3853NV;1; 162.900 ;;;;
2024;3853PG;1; 78.520 ;;;;
2024;3861MS;1; 166.900 ;;;;
2024;3862MS;1; 551.800 ;;;;
2024;3862NE;1; 147.000 ;;;;
2024;3862NN;1; 412.300 ;;;;
2024;3862NP;1; 48.500 ;;;;
2024;3862NR;1; 309.970 ;;;;
2024;3862PD;3; 734.430 ;;;;
2024;3862PX;1; 401.700 ;;;;
2024;3862PZ;1; 1.217.620 ;;;;
2024;3862RN;2; 312.990 ;;;;
2024;3862RV;1; 125.980 ;;;;
2024;3862RW;1; 61.000 ;;;;
2024;3864DZ;1; 194.000 ;;;;
2024;3864MG;1; 262.800 ;;;;
2024;3881RE;1; 73.900 ;;;;
2024;3881ST;1; 447.300 ;;;;
2024;3882LE;1; 64.050 ;;;;
2024;3882LH;1; 75.200 ;;;;
2024;3882RA;1; 736.300 ;;;;
2024;3882RH;1; 249.800 ;;;;
2024;3882RK;1; 343.080 ;;;;
2024;3882RP;1; 59.480 ;;;;
2024;3886PN;1; 149.600 ;;;;
2024;3888MN;1; 75.000 ;;;;
2024;3888MR;1; 240.260 ;;;;
2024;3896LA;1; 554.300 ;;;;
2024;3896LS;1; 218.960 ;;;;
2024;3896LT;1; 948.800 ;;;;
2024;3897LD;1; 324.800 ;;;;
2024;3897LT;1; 1.346.700 ;;;;
2024;3897LV;1; 149.000 ;;;;
2024;3898LA;1; 501.200 ;;;;
2024;3903LD;1; 60.000 ;;;;
2024;3911SB;1; 423.700 ;;;;
2024;3911SE;1; 89.200 ;;;;
2024;3911TL;1; 769.300 ;;;;
2024;3921DP;1; 20.000 ;;;;
2024;3925MG;1; 33.350 ;;;;
2024;3925MP;1; 235.000 ;;;;
2024;3925ND;1; 72.900 ;;;;
2024;3927CC;1; 54.500 ;;;;
2024;3927CR;1; 68.900 ;;;;
2024;3927EH;1; 492.600 ;;;;
2024;3931MT;1; 103.600 ;;;;
2024;3931MZ;1; 33.400 ;;;;
2024;3931ND;1; 556.400 ;;;;
2024;3931PD;1; 90.600 ;;;;
2024;3931PE;1; 597.000 ;;;;
2024;3931PX;1; 1.840.900 ;;;;
2024;3941DA;1; 236.500 ;;;;
2024;3941MD;1; 60.000 ;;;;
2024;3941PT;1; 1.001.400 ;;;;
2024;3941SP;1; 233.000 ;;;;
2024;3947BB;1; 54.700 ;;;;
2024;3951KE;1; 711.900 ;;;;
2024;3953ML;1; 35.100 ;;;;
2024;3956KJ;1; 417.000 ;;;;
2024;3956NJ;1; 83.100 ;;;;
2024;3958MD;1; 8.000 ;;;;
2024;3959AR;1; 92.000 ;;;;
2024;3959AT;1; 102.500 ;;;;
2024;3959AW;1; 267.300 ;;;;
2024;3959BE;1; 60.000 ;;;;
2024;3971KD;1; 471.800 ;;;;
2024;3972JJ;1; 230.300 ;;;;
2024;3972MA;1; 453.200 ;;;;
2024;3972MD;1; 123.000 ;;;;
2024;3981AN;1; 195.100 ;;;;
2024;3981HX;1; 196.000 ;;;;
2024;3985SL;1; 103.500 ;;;;
2024;3991LN;2; 22.080 ;;;;
2024;3992LN;1; 30.000 ;;;;
2024;3992LR;2; 792.000 ;;;;
2024;3992LX;1; 1.362.000 ;;;;
2024;3998NH;1; 352.000 ;;;;
2024;3998WJ;1; 145.300 ;;;;
2024;3999NR;1; 803.500 ;;;;
2024;3999NT;1; 225.000 ;;;;
2024;4011KA;1; 252.600 ;;;;
2024;4011LG;1; 431.000 ;;;;
2024;4021HB;1; 192.500 ;;;;
2024;4021HD;1; 319.000 ;;;;
2024;40229;1; 992.000 ;;;;
2024;4023CG;1; 328.500 ;;;;
2024;4032NV;3; 250.300 ;;;;
2024;4032NZ;1; 67.400 ;;;;
2024;4033AK;2; 428.100 ;;;;
2024;4033CT;1; 155.000 ;;;;
2024;4041VA;1; 20.400 ;;;;
2024;40472;1; 214.500 ;;;;
2024;40474;1; 645.900 ;;;;
2024;40489;1; 845.100 ;;;;
2024;4054NG;1; 226.900 ;;;;
2024;40589;1; 697.400 ;;;;
2024;40595;1; 657.000 ;;;;
2024;40627;1; 214.000 ;;;;
2024;40629;1; 2.938.900 ;;;;
2024;4064CJ;1; 660.300 ;;;;
2024;40667;1; 187.600 ;;;;
2024;40668;1; 1.021.700 ;;;;
2024;40670;1; 676.600 ;;;;
2024;40699;1; 1.614.300 ;;;;
2024;40721;1; 683.600 ;;;;
2024;40723;1; 176.800 ;;;;
2024;40724;1; 1.860.400 ;;;;
2024;40764;1; 316.700 ;;;;
2024;40789;1; 205.200 ;;;;
2024;40822;1; 1.738.600 ;;;;
2024;40882;1; 1.979.800 ;;;;
2024;40883;1; 832.600 ;;;;
2024;40885;1; 2.141.800 ;;;;
2024;4101BK;1; 82.000 ;;;;
2024;4102NS;1; 401.500 ;;;;
2024;4105LE;1; 1.163.700 ;;;;
2024;41066;1; 736.600 ;;;;
2024;41068;1; 656.140 ;;;;
2024;4107LJ;1; 404.400 ;;;;
2024;4115LN;1; 22.000 ;;;;
2024;41169;1; 39.300 ;;;;
2024;41179;1; 858.000 ;;;;
2024;4117GV;1; 650.500 ;;;;
2024;41189;1; 521.400 ;;;;
2024;4119LZ;1; 691.200 ;;;;
2024;41238;1; 150.500 ;;;;
2024;4124AJ;1; 668.900 ;;;;
2024;4128LM;1; 619.100 ;;;;
2024;41334;1; 3.992.160 ;;;;
2024;4133LB;1; 83.500 ;;;;
2024;41352;1; 943.800 ;;;;
2024;41363;1; 2.479.760 ;;;;
2024;41366;1; 92.000 ;;;;
2024;41372;1; 317.700 ;;;;
2024;4145MP;1; 244.300 ;;;;
2024;41462;1; 186.000 ;;;;
2024;41468;1; 1.496.400 ;;;;
2024;41472;1; 247.900 ;;;;
2024;4147EX;2; 325.000 ;;;;
2024;41516;1; 128.000 ;;;;
2024;4152GC;1; 480.900 ;;;;
2024;41564;1; 1.887.800 ;;;;
2024;41569;1; 89.600 ;;;;
2024;4157GR;1; 143.500 ;;;;
2024;4158LE;3; 495.778 ;;;;
2024;4161AA;1; 76.400 ;;;;
2024;4171KD;1; 72.400 ;;;;
2024;41748;1; 564.300 ;;;;
2024;41749;1; 994.300 ;;;;
2024;41751;1; 830.600 ;;;;
2024;41812;1; 448.600 ;;;;
2024;4182PC;1; 527.000 ;;;;
2024;41836;1; 849.410 ;;;;
2024;41844;1; 248.400 ;;;;
2024;4205NG;1; 475.200 ;;;;
2024;4206BC;1; 75.800 ;;;;
2024;4208BA;2; 781.000 ;;;;
2024;4209AX;1; 291.900 ;;;;
2024;42113;1; 363.200 ;;;;
2024;42117;1; 162.600 ;;;;
2024;42119;1; 698.100 ;;;;
2024;4212CZ;1; 238.000 ;;;;
2024;4214KL;1; 381.400 ;;;;
2024;4214KW;1; 1.192.000 ;;;;
2024;4214LD;1; 275.000 ;;;;
2024;4223MB;1; 357.100 ;;;;
2024;4225NJ;1; 924.600 ;;;;
2024;4233CG;1; 707.300 ;;;;
2024;42369;1; 825.300 ;;;;
2024;4241EB;1; 284.400 ;;;;
2024;4245TW;1; 85.000 ;;;;
2024;4247EV;1; 636.000 ;;;;
2024;42489;1; 633.100 ;;;;
2024;4251NE;1; 1.633.000 ;;;;
2024;4251XX;1; 349.000 ;;;;
2024;4254LD;1; 133.900 ;;;;
2024;42551;1; 1.609.900 ;;;;
2024;42553;1; 530.200 ;;;;
2024;42555;1; 363.200 ;;;;
2024;42579;1; 1.866.300 ;;;;
2024;4261TD;1; 62.500 ;;;;
2024;42697;1; 716.000 ;;;;
2024;42781;1; 1.629.500 ;;;;
2024;42799;1; 1.552.300 ;;;;
2024;4285DP;1; 221.800 ;;;;
2024;42929;1; 2.032.200 ;;;;
2024;4315PH;1; 559.600 ;;;;
2024;4315PK;1; 158.000 ;;;;
2024;4321TE;1; 489.200 ;;;;
2024;4323LP;1; 371.700 ;;;;
2024;4326SC;1; 194.100 ;;;;
2024;4328NG;1; 1.018.400 ;;;;
2024;4332SM;1; 400.000 ;;;;
2024;4333KN;1; 25.200 ;;;;
2024;4333RJ;1; 577.500 ;;;;
2024;4339PN;1; 407.300 ;;;;
2024;4352SC;1; 109.400 ;;;;
2024;4352SM;1; 226.800 ;;;;
2024;4354KK;2; 397.100 ;;;;
2024;4354SE;1; 49.000 ;;;;
2024;4357RB;1; 344.900 ;;;;
2024;4363RJ;1; 64.000 ;;;;
2024;4364SL;1; 56.100 ;;;;
2024;4371EN;1; 423.400 ;;;;
2024;4371NJ;1; 397.000 ;;;;
2024;4384NM;1; 549.900 ;;;;
2024;4389VE;1; 114.600 ;;;;
2024;4389VJ;1; 48.400 ;;;;
2024;4421PW;1; 456.700 ;;;;
2024;44227;1; 2.501.300 ;;;;
2024;4423PE;1; 843.500 ;;;;
2024;44265;1; 237.700 ;;;;
2024;44289;1; 468.100 ;;;;
2024;44319;1; 559.000 ;;;;
2024;44329;1; 477.900 ;;;;
2024;44339;1; 2.192.800 ;;;;
2024;4433RZ;1; 325.700 ;;;;
2024;44357;1; 354.600 ;;;;
2024;44388;1; 466.600 ;;;;
2024;4441SJ;1; 110.100 ;;;;
2024;4443AH;1; 255.180 ;;;;
2024;4451NV;1; 286.100 ;;;;
2024;4454PX;1; 41.800 ;;;;
2024;44577;1; 897.600 ;;;;
2024;44579;1; 2.751.500 ;;;;
2024;44627;1; 454.500 ;;;;
2024;44628;1; 336.500 ;;;;
2024;44651;1; 410.000 ;;;;
2024;44795;1; 535.000 ;;;;
2024;44797;1; 248.400 ;;;;
2024;44805;1; 7.300 ;;;;
2024;44807;1; 1.335.800 ;;;;
2024;44867;1; 217.600 ;;;;
2024;44869;1; 1.428.600 ;;;;
2024;4493NE;1; 350.000 ;;;;
2024;45133;1; 1.878.900 ;;;;
2024;45134;1; 1.192.430 ;;;;
2024;45149;1; 1.035.400 ;;;;
2024;45239;1; 3.154.800 ;;;;
2024;45257;1; 691.000 ;;;;
2024;45279;1; 751.500 ;;;;
2024;45289;1; 852.800 ;;;;
2024;4529JJ;1; 47.500 ;;;;
2024;45307;1; 118.700 ;;;;
2024;45309;1; 276.300 ;;;;
2024;45327;1; 418.200 ;;;;
2024;45357;1; 1.084.200 ;;;;
2024;45359;1; 370.200 ;;;;
2024;4538PN;1; 45.000 ;;;;
2024;4539PG;1; 85.780 ;;;;
2024;45470;1; 873.700 ;;;;
2024;45472;1; 1.930.780 ;;;;
2024;45475;1; 640.400 ;;;;
2024;45478;1; 1.864.100 ;;;;
2024;45479;1; 325.260 ;;;;
2024;45481;1; 4.783.700 ;;;;
2024;45527;1; 785.400 ;;;;
2024;45529;1; 2.572.870 ;;;;
2024;45549;1; 1.375.800 ;;;;
2024;45657;1; 309.100 ;;;;
2024;45659;1; 692.300 ;;;;
2024;45663;1; 311.300 ;;;;
2024;45665;1; 788.600 ;;;;
2024;4567PA;2; 365.700 ;;;;
2024;45701;1; 517.200 ;;;;
2024;45711;1; 209.400 ;;;;
2024;4571PV;1; 534.300 ;;;;
2024;45721;1; 1.308.600 ;;;;
2024;45739;1; 350.000 ;;;;
2024;4575NB;1; 40.000 ;;;;
2024;4575NH;1; 66.780 ;;;;
2024;45768;1; 719.000 ;;;;
2024;45770;1; 2.031.900 ;;;;
2024;45772;1; 174.200 ;;;;
2024;45883;1; 1.861.000 ;;;;
2024;45892;1; 439.000 ;;;;
2024;45894;1; 225.500 ;;;;
2024;45896;1; 1.365.300 ;;;;
2024;45897;1; 510.200 ;;;;
2024;4589KN;1; 12.000 ;;;;
2024;45966;1; 403.300 ;;;;
2024;45968;1; 310.000 ;;;;
2024;46045;1; 330.400 ;;;;
2024;46145;1; 248.000 ;;;;
2024;46147;1; 77.500 ;;;;
2024;4614BP;1; 401.400 ;;;;
2024;4614PA;1; 66.200 ;;;;
2024;4614PL;3; 1.136.300 ;;;;
2024;4614RJ;1; 108.000 ;;;;
2024;4622RM;1; 507.600 ;;;;
2024;46242;1; 624.400 ;;;;
2024;46244;1; 1.648.600 ;;;;
2024;4624RE;1; 285.900 ;;;;
2024;46282;1; 4.079.740 ;;;;
2024;46284;1; 1.615.980 ;;;;
2024;46286;1; 1.071.600 ;;;;
2024;4631SZ;1; 598.400 ;;;;
2024;46325;1; 1.144.100 ;;;;
2024;46342;1; 16.300 ;;;;
2024;46348;1; 395.600 ;;;;
2024;4634RG;1; 467.900 ;;;;
2024;4634TW;1; 290.900 ;;;;
2024;46359;1; 363.400 ;;;;
2024;4635RC;1; 751.300 ;;;;
2024;46414;1; 1.759.100 ;;;;
2024;46446;1; 833.300 ;;;;
2024;46485;1; 1.696.900 ;;;;
2024;46499;1; 358.300 ;;;;
2024;46509;1; 1.535.600 ;;;;
2024;46514;1; 748.990 ;;;;
2024;46519;1; 2.221.000 ;;;;
2024;4651RH;1; 133.700 ;;;;
2024;4651XT;1; 89.500 ;;;;
2024;46539;1; 3.239.500 ;;;;
2024;4655TT;1; 109.664 ;;;;
2024;46562;1; 117.900 ;;;;
2024;46569;1; 4.735.700 ;;;;
2024;4661PB;1; 209.400 ;;;;
2024;4661RE;1; 574.100 ;;;;
2024;4664PD;1; 241.900 ;;;;
2024;4664RC;1; 98.100 ;;;;
2024;4664RJ;1; 235.900 ;;;;
2024;4671RB;1; 1.262.700 ;;;;
2024;4693PE;1; 430.700 ;;;;
2024;4695SH;1; 676.100 ;;;;
2024;4703SP;1; 78.000 ;;;;
2024;4706PG;1; 267.400 ;;;;
2024;4706RA;1; 31.500 ;;;;
2024;4707PE;1; 43.500 ;;;;
2024;4707PL;1; 326.700 ;;;;
2024;4707RL;1; 300.900 ;;;;
2024;4707RM;1; 85.200 ;;;;
2024;4709AS;1; 54.000 ;;;;
2024;4709PA;1; 313.800 ;;;;
2024;4709PB;1; 576.000 ;;;;
2024;4709PN;1; 128.300 ;;;;
2024;4709RR;1; 60.000 ;;;;
2024;47119;1; 319.600 ;;;;
2024;4714SZ;1; 125.700 ;;;;
2024;4715EN;1; 117.300 ;;;;
2024;4715PA;1; 147.700 ;;;;
2024;4715PE;1; 332.200 ;;;;
2024;4715PM;1; 722.500 ;;;;
2024;4715PN;1; 1.092.400 ;;;;
2024;4715RH;1; 401.500 ;;;;
2024;4715TA;1; 277.100 ;;;;
2024;47169;1; 535.800 ;;;;
2024;47199;1; 1.536.700 ;;;;
2024;4721PB;1; 172.700 ;;;;
2024;4721PC;3; 1.079.800 ;;;;
2024;47226;1; 361.200 ;;;;
2024;47228;1; 342.900 ;;;;
2024;4722SE;1; 82.800 ;;;;
2024;47239;1; 1.052.500 ;;;;
2024;47259;1; 528.700 ;;;;
2024;4725SE;1; 1.045.900 ;;;;
2024;4725SK;2; 649.900 ;;;;
2024;4725SL;1; 243.700 ;;;;
2024;47264;1; 202.000 ;;;;deze
2024;4726TC;1; 9.700 ;;;;
2024;4731SN;1; 460.300 ;;;;
2024;4731TP;1; 40.000 ;;;;
2024;4735TC;1; 134.400 ;;;;
2024;4741TE;1; 123.000 ;;;;
2024;4741TG;1; 210.600 ;;;;
2024;4741TP;1; 795.000 ;;;;
2024;47441;1; 86.700 ;;;;
2024;47445;1; 922.900 ;;;;
2024;47447;1; 4.389.700 ;;;;
2024;47475;1; 536.200 ;;;;
2024;47495;1; 1.368.500 ;;;;
2024;47506;1; 1.174.800 ;;;;
2024;47509;1; 1.400.900 ;;;;
2024;4751HP;1; 20.000 ;;;;
2024;4751RD;2; 570.360 ;;;;
2024;4751RE;1; 121.000 ;;;;
2024;4751RW;1; 1.093.700 ;;;;
2024;4751RX;1; 230.600 ;;;;
2024;4751TE;1; 129.600 ;;;;
2024;4751VB;1; 108.300 ;;;;
2024;4751VE;1; 312.700 ;;;;
2024;4751WH;1; 41.100 ;;;;
2024;47533;1; 257.500 ;;;;
2024;47551;1; 498.360 ;;;;
2024;47559;1; 582.060 ;;;;
2024;4756SE;1; 232.300 ;;;;
2024;4756TD;1; 30.940 ;;;;
2024;47574;1; 3.602.000 ;;;;
2024;47589;1; 2.127.600 ;;;;
2024;4758TT;1; 58.100 ;;;;
2024;47608;1; 578.500 ;;;;
2024;4761PN;1; 286.700 ;;;;
2024;47624;1; 924.100 ;;;;
2024;47625;1; 949.800 ;;;;
2024;47626;1; 304.300 ;;;;
2024;47627;1; 408.000 ;;;;
2024;4762RA;1; 144.800 ;;;;
2024;47638;1; 191.700 ;;;;
2024;47647;1; 1.299.400 ;;;;
2024;47652;1; 5.976.700 ;;;;
2024;47661;1; 963.600 ;;;;
2024;47665;1; 1.517.400 ;;;;
2024;47669;1; 625.300 ;;;;
2024;4771RA;1; 232.700 ;;;;
2024;47800;1; 1.100.400 ;;;;
2024;47802;1; 2.527.200 ;;;;
2024;47803;1; 2.509.000 ;;;;
2024;47807;1; 333.400 ;;;;
2024;47829;1; 489.000 ;;;;
2024;4782SC;1; 129.360 ;;;;
2024;47839;1; 1.794.800 ;;;;
2024;47877;1; 2.524.500 ;;;;
2024;47906;1; 3.662.900 ;;;;
2024;47918;1; 881.500 ;;;;
2024;4791BM;1; 177.900 ;;;;
2024;47929;1; 893.600 ;;;;
2024;4793HJ;1; 50.400 ;;;;
2024;4793RC;1; 23.000 ;;;;
2024;48155;1; 1.329.640 ;;;;
2024;48157;1; 2.183.030 ;;;;
2024;48159;1; 485.190 ;;;;
2024;48161;1; 145.000 ;;;;
2024;48163;1; 219.000 ;;;;
2024;48167;1; 986.650 ;;;;
2024;48249;1; 714.000 ;;;;
2024;4825BP;1; 341.200 ;;;;
2024;48291;1; 577.700 ;;;;
2024;48308;1; 153.000 ;;;;
2024;48329;1; 1.436.750 ;;;;
2024;48336;1; 530.040 ;;;;
2024;48341;1; 5.100 ;;;;
2024;4834XR;1; 1.177.400 ;;;;
2024;4836BC;1; 264.600 ;;;;
2024;4836MC;1; 565.600 ;;;;
2024;4838EG;1; 452.400 ;;;;
2024;4838EP;1; 510.600 ;;;;
2024;4838GD;1; 34.300 ;;;;
2024;4838GN;1; 12.000 ;;;;
2024;4841KK;1; 52.900 ;;;;
2024;4841KM;1; 380.200 ;;;;
2024;4841KR;1; 322.000 ;;;;
2024;4841NL;1; 17.000 ;;;;
2024;48432;1; 240.800 ;;;;
2024;4844PK;1; 807.800 ;;;;
2024;4844PN;1; 193.200 ;;;;
2024;4845PL;2; 78.400 ;;;;
2024;48465;1; 72.400 ;;;;
2024;4847NC;1; 335.900 ;;;;
2024;4847NH;1; 301.400 ;;;;
2024;4847SH;2; 1.178.100 ;;;;
2024;48480;1; 122.400 ;;;;
2024;48488;1; 396.600 ;;;;
2024;4849PR;1; 199.000 ;;;;
2024;4849RD;1; 135.600 ;;;;
2024;4854PN;1; 758.000 ;;;;
2024;4855AS;1; 310.800 ;;;;
2024;4856AA;1; 167.400 ;;;;
2024;4856AB;1; 434.100 ;;;;
2024;4858RE;1; 61.000 ;;;;
2024;4859AC;1; 526.500 ;;;;
2024;4861PD;1; 75.200 ;;;;
2024;4861RD;1; 761.000 ;;;;
2024;4861TD;2; 80.000 ;;;;
2024;48653;1; 943.000 ;;;;
2024;48712;1; 588.000 ;;;;
2024;4871NA;1; 1.025.000 ;;;;
2024;4871NG;1; 139.080 ;;;;
2024;48720;1; 193.600 ;;;;
2024;48734;1; 338.400 ;;;;
2024;48739;1; 69.500 ;;;;
2024;4873LJ;1; 112.860 ;;;;
2024;4873LL;1; 478.700 ;;;;
2024;4873LN;1; 414.200 ;;;;
2024;4873NC;1; 63.600 ;;;;
2024;4875CB;1; 230.800 ;;;;
2024;4881ND;1; 172.700 ;;;;
2024;4881NE;1; 189.900 ;;;;
2024;4882NN;1; 160.500 ;;;;
2024;4885KJ;1; 214.200 ;;;;
2024;4885KM;1; 232.900 ;;;;
2024;4885KV;1; 127.900 ;;;;
2024;4891CM;1; 516.600 ;;;;
2024;4891NN;1; 39.900 ;;;;
2024;4891PV;1; 403.500 ;;;;
2024;4891SW;1; 36.900 ;;;;
2024;4891TD;1; 126.840 ;;;;
2024;4891ZB;1; 185.900 ;;;;
2024;4902RW;1; 336.100 ;;;;
2024;4909AE;1; 155.120 ;;;;
2024;4909AH;1; 183.300 ;;;;
2024;4909AX;1; 75.000 ;;;;
2024;4909BD;1; 220.600 ;;;;
2024;4909BJ;1; 657.600 ;;;;
2024;4911BW;1; 1.258.000 ;;;;
2024;4924EC;1; 505.300 ;;;;
2024;4926SL;1; 38.000 ;;;;
2024;4927RK;1; 255.400 ;;;;
2024;49479;1; 87.300 ;;;;
2024;49843;1; 333.700 ;;;;
2024;50126;1; 14.000 ;;;;
2024;50127;1; 372.400 ;;;;
2024;50129;1; 108.600 ;;;;
