Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;PC6;Naam manege;Straat en huisnummer;Plaats;KVK nummer
2024;4715EN;1; 117.300 ;;;;;4715EN;Stoeterij De Postbaan Bv;Goedevaart 4;Rucphen;20069184
2024;4715PA;1; 147.700 ;;;;;4715PA;Springstal T Bergse Bos;Roosendaalsebaan 27;Rucphen;55525857
2024;4715PE;1; 332.200 ;;;;;4715PE;Stal De Wit;de Schietbaan 11;Rucphen;20041236
2024;4715PM;1; 722.500 ;;;;;4715PM;;;;
2024;4715PN;1; 1.092.400 ;;;;;4715PN;;;;
2024;4715RH;1; 401.500 ;;;;;4715RH;;;;
2024;4715TA;1; 277.100 ;;;;;4715TA;;;;
2024;47169;1; 535.800 ;;;;;;;;;
2024;47199;1; 1.536.700 ;;;;;;;;;
2024;4721PB;1; 172.700 ;;;;;4721PB;Vdh Stables Bv;Plattebaan 2;Schijf;68415621
2024;4721PC;3; 1.079.800 ;;;;;4721PC;Mts De Laat Van Osch;Nederheide 9 A;Schijf;20168761
2024;47226;1; 361.200 ;;;;;;;;;
2024;47228;1; 342.900 ;;;;;;;;;
2024;4722SE;1; 82.800 ;;;;;4722SE;;;;
2024;47239;1; 1.052.500 ;;;;;;;;;
2024;47259;1; 528.700 ;;;;;;;;;
2024;4725SE;1; 1.045.900 ;;;;;4725SE;;;;
2024;4725SK;2; 649.900 ;;;;;4725SK;Vdp Stables;Mariabaan 12;Wouwse Plantage;70964408
2024;4725SL;1; 243.700 ;;;;;4725SL;;;;
2024;47264;1; 202.000 ;;;;deze;;;;;
2024;4726TC;1; 9.700 ;;;;;4726TC;Stoeterij Zoomvliet;Zoomvlietweg 8;Heerle;20124519
2024;4731SN;1; 460.300 ;;;;;4731SN;Verdonk Employe;Jan Teunisstraat 24;Oudenbosch;52953130
2024;4731TP;1; 40.000 ;;;;;4731TP;;;;
2024;4735TC;1; 134.400 ;;;;;4735TC;;;;
2024;4741TE;1; 123.000 ;;;;;4741TE;Olwens Hoeve;Gors 62;Hoeven;20071755
2024;4741TG;1; 210.600 ;;;;;4741TG;;;;
2024;4741TP;1; 795.000 ;;;;;4741TP;Stal Belvedere Bv;Bovenstraat 75 a;Hoeven;20077757
2024;47441;1; 86.700 ;;;;;;;;;
2024;47445;1; 922.900 ;;;;;;;;;
2024;47447;1; 4.389.700 ;;;;;;;;;
2024;47475;1; 536.200 ;;;;;;;;;
2024;47495;1; 1.368.500 ;;;;;;;;;
2024;47506;1; 1.174.800 ;;;;;;;;;
2024;47509;1; 1.400.900 ;;;;;;;;;
2024;4751HP;1; 20.000 ;;;;;4751HP;;;;
2024;4751RD;2; 570.360 ;;;;;4751RD;;;;
2024;4751RE;1; 121.000 ;;;;;4751RE;;;;
2024;4751RW;1; 1.093.700 ;;;;;4751RW;;;;
2024;4751RX;1; 230.600 ;;;;;4751RX;;;;
2024;4751TE;1; 129.600 ;;;;;4751TE;Van Venrooij Equine Services;Opperstraat 12;Oud Gastel;58513302
2024;4751VB;1; 108.300 ;;;;;4751VB;;;;
2024;4751VE;1; 312.700 ;;;;;4751VE;D Mosterdijk;Gastelsedijk Zuid 4;Oud Gastel;30255616
2024;4751WH;1; 41.100 ;;;;;4751WH;;;;
2024;47533;1; 257.500 ;;;;;;;;;
2024;47551;1; 498.360 ;;;;;;;;;
2024;47559;1; 582.060 ;;;;;;;;;
2024;4756SE;1; 232.300 ;;;;;4756SE;Trainings En Africhtingsstal Testers;Engelseweg 1 d;Kruisland;20079445
2024;4756TD;1; 30.940 ;;;;;4756TD;;;;
2024;47574;1; 3.602.000 ;;;;;;;;;
2024;47589;1; 2.127.600 ;;;;;;;;;
2024;4758TT;1; 58.100 ;;;;;4758TT;;;;
2024;47608;1; 578.500 ;;;;;;;;;
2024;4761PN;1; 286.700 ;;;;;4761PN;;;;
2024;47624;1; 924.100 ;;;;;;;;;
2024;47625;1; 949.800 ;;;;;;;;;
2024;47626;1; 304.300 ;;;;;;;;;
2024;47627;1; 408.000 ;;;;;;;;;
2024;4762RA;1; 144.800 ;;;;;4762RA;;;;
2024;47638;1; 191.700 ;;;;;;;;;
2024;47647;1; 1.299.400 ;;;;;;;;;
2024;47652;1; 5.976.700 ;;;;;;;;;
2024;47661;1; 963.600 ;;;;;;;;;
2024;47665;1; 1.517.400 ;;;;;;;;;
2024;47669;1; 625.300 ;;;;;;;;;
2024;4771RA;1; 232.700 ;;;;;4771RA;;;;
2024;47800;1; 1.100.400 ;;;;;;;;;
2024;47802;1; 2.527.200 ;;;;;;;;;
2024;47803;1; 2.509.000 ;;;;;;;;;
2024;47807;1; 333.400 ;;;;;;;;;
2024;47829;1; 489.000 ;;;;;;;;;
2024;4782SC;1; 129.360 ;;;;;4782SC;;;;
2024;47839;1; 1.794.800 ;;;;;;;;;
2024;47877;1; 2.524.500 ;;;;;;;;;
2024;47906;1; 3.662.900 ;;;;;;;;;
2024;47918;1; 881.500 ;;;;;;;;;
2024;4791BM;1; 177.900 ;;;;;4791BM;;;;
2024;47929;1; 893.600 ;;;;;;;;;
2024;4793HJ;1; 50.400 ;;;;;4793HJ;;;;
2024;4793RC;1; 23.000 ;;;;;4793RC;;;;
2024;48155;1; 1.329.640 ;;;;;;;;;
2024;48157;1; 2.183.030 ;;;;;;;;;
2024;48159;1; 485.190 ;;;;;;;;;
2024;48161;1; 145.000 ;;;;;;;;;
2024;48163;1; 219.000 ;;;;;;;;;
2024;48167;1; 986.650 ;;;;;;;;;
2024;48249;1; 714.000 ;;;;;;;;;
2024;4825BP;1; 341.200 ;;;;;4825BP;;;;
2024;48291;1; 577.700 ;;;;;;;;;
2024;48308;1; 153.000 ;;;;;;;;;
2024;48329;1; 1.436.750 ;;;;;;;;;
2024;48336;1; 530.040 ;;;;;;;;;
2024;48341;1; 5.100 ;;;;;;;;;
2024;4834XR;1; 1.177.400 ;;;;;4834XR;;;;
2024;4836BC;1; 264.600 ;;;;;4836BC;;;;
2024;4836MC;1; 565.600 ;;;;;4836MC;;;;
2024;4838EG;1; 452.400 ;;;;;4838EG;Sintels Bv;Rijsbergseweg 590;Breda;20046671
2024;4838EP;1; 510.600 ;;;;;4838EP;Lips Stables Bv;Vaartwegje 46;Breda;60698608
2024;4838GD;1; 34.300 ;;;;;4838GD;;;;
2024;4838GN;1; 12.000 ;;;;;4838GN;;;;
2024;4841KK;1; 52.900 ;;;;;4841KK;;;;
2024;4841KM;1; 380.200 ;;;;;4841KM;;;;
2024;4841KR;1; 322.000 ;;;;;4841KR;Stream Stables;Brielsedreef 55;Prinsenbeek;70911177
2024;4841NL;1; 17.000 ;;;;;4841NL;;;;
2024;48432;1; 240.800 ;;;;;;;;;
2024;4844PK;1; 807.800 ;;;;;4844PK;;;;
2024;4844PN;1; 193.200 ;;;;;4844PN;De Liniehoeve;Schimmer 6;Terheijden;51951045
2024;4845PL;2; 78.400 ;;;;;4845PL;;;;
2024;48465;1; 72.400 ;;;;;;;;;
2024;4847NC;1; 335.900 ;;;;;4847NC;Vof Jespers Nolen;Bergse Pad 8;Teteringen;20055773
2024;4847NH;1; 301.400 ;;;;;4847NH;Stal Jespers;Hoeveneind 118;Teteringen;71864865
2024;4847SH;2; 1.178.100 ;;;;;4847SH;Balemans Ruitersportcentrum;Laanzichtweg 105;Teteringen;63761432
2024;48480;1; 122.400 ;;;;;;;;;
2024;48488;1; 396.600 ;;;;;;;;;
2024;4849PR;1; 199.000 ;;;;;4849PR;;;;
2024;4849RD;1; 135.600 ;;;;;4849RD;;;;
2024;4854PN;1; 758.000 ;;;;;4854PN;;;;
2024;4855AS;1; 310.800 ;;;;;4855AS;;;;
2024;4856AA;1; 167.400 ;;;;;4856AA;;;;
2024;4856AB;1; 434.100 ;;;;;4856AB;;;;
2024;4858RE;1; 61.000 ;;;;;4858RE;;;;
2024;4859AC;1; 526.500 ;;;;;4859AC;Bg Sporthorses Bv;De Leeuwerik 8 a;Bavel AC;67547958
2024;4861PD;1; 75.200 ;;;;;4861PD;;;;
2024;4861RD;1; 761.000 ;;;;;4861RD;;;;
2024;4861TD;2; 80.000 ;;;;;4861TD;;;;
2024;48653;1; 943.000 ;;;;;;;;;
2024;48712;1; 588.000 ;;;;;;;;;
2024;4871NA;1; 1.025.000 ;;;;;4871NA;;;;
2024;4871NG;1; 139.080 ;;;;;4871NG;Paardenmelkerij De Edelweiss;Hanekinderstraat 9;Etten-Leur;20155872
2024;48720;1; 193.600 ;;;;;;;;;
2024;48734;1; 338.400 ;;;;;;;;;
2024;48739;1; 69.500 ;;;;;;;;;
2024;4873LJ;1; 112.860 ;;;;;4873LJ;;;;
2024;4873LL;1; 478.700 ;;;;;4873LL;;;;
2024;4873LN;1; 414.200 ;;;;;4873LN;Vof De Bollenhoeve;Bollenstraat 5;Etten-Leur;20100838
2024;4873NC;1; 63.600 ;;;;;4873NC;;;;
2024;4875CB;1; 230.800 ;;;;;4875CB;;;;
2024;4881ND;1; 172.700 ;;;;;4881ND;;;;
2024;4881NE;1; 189.900 ;;;;;4881NE;;;;
2024;4882NN;1; 160.500 ;;;;;4882NN;;;;
2024;4885KJ;1; 214.200 ;;;;;4885KJ;Vw Horses;Nieuwmoerseweg 31;Achtmaal;77287517
2024;4885KM;1; 232.900 ;;;;;4885KM;Jochems Invest;Eendenkooistraat 15;Achtmaal;77077822
2024;4885KV;1; 127.900 ;;;;;4885KV;;;;
2024;4891CM;1; 516.600 ;;;;;4891CM;;;;
2024;4891NN;1; 39.900 ;;;;;4891NN;;;;
2024;4891PV;1; 403.500 ;;;;;4891PV;;;;
2024;4891SW;1; 36.900 ;;;;;4891SW;;;;
2024;4891TD;1; 126.840 ;;;;;4891TD;;;;
2024;4891ZB;1; 185.900 ;;;;;4891ZB;Stal Petrideko;Pannenhoefsebaan 42;Rijsbergen;20161580
2024;4902RW;1; 336.100 ;;;;;4902RW;;;;
2024;4909AE;1; 155.120 ;;;;;4909AE;;;;
2024;4909AH;1; 183.300 ;;;;;4909AH;;;;
2024;4909AX;1; 75.000 ;;;;;4909AX;;;;
2024;4909BD;1; 220.600 ;;;;;4909BD;Timmermans Melis;Heistraat 17;Oosteind;20170019
2024;4909BJ;1; 657.600 ;;;;;4909BJ;;;;
2024;4911BW;1; 1.258.000 ;;;;;4911BW;Gj Van Olst Bv;Terheijdensspoor 9;Den Hout;20074975
2024;4924EC;1; 505.300 ;;;;;4924EC;Stal Van Stokkom;Zeggeweg 3;Drimmelen;20164723
2024;4926SL;1; 38.000 ;;;;;4926SL;;;;
2024;4927RK;1; 255.400 ;;;;;4927RK;Horseland Zwaluwe;Moerseweg 5;Hooge Zwaluwe;74647210
2024;49479;1; 87.300 ;;;;;;;;;
2024;49843;1; 333.700 ;;;;;;;;;
2024;50126;1; 14.000 ;;;;;;;;;
2024;50127;1; 372.400 ;;;;;;;;;
2024;50129;1; 108.600 ;;;;;;;;;
2024;5012TC;1; 352.840 ;;;;;5012TC;Q Stables;Quirijnstokstraat 17;Tilburg;72332360
2024;50170;1; 138.800 ;;;;;;;;;
2024;50171;1; 56.700 ;;;;;;;;;
2024;50181;1; 13.000 ;;;;;;;;;
2024;50189;1; 150.700 ;;;;;;;;;
2024;5018TD;1; 225.000 ;;;;;5018TD;;;;
2024;50226;1; 237.400 ;;;;;;;;;
2024;5022AL;1; 207.100 ;;;;;5022AL;;;;
2024;5022MD;1; 16.900 ;;;;;5022MD;;;;
2024;50259;1; 967.900 ;;;;;;;;;
2024;5032PC;1; 1.132.800 ;;;;;5032PC;;;;
2024;5032PJ;1; 274.600 ;;;;;5032PJ;;;;
2024;5032WR;1; 55.000 ;;;;;5032WR;;;;
2024;50354;1; 65.600 ;;;;;;;;;
2024;5036NA;1; 656.900 ;;;;;5036NA;;;;
2024;50374;1; 88.200 ;;;;;;;;;
2024;5045LN;1; 132.500 ;;;;;5045LN;;;;
2024;5048CL;1; 49.540 ;;;;;5048CL;;;;
2024;5048TD;1; 7.567 ;;;;;5048TD;;;;
2024;5051DD;1; 37.060 ;;;;;5051DD;;;;
2024;5051HS;1; 123.000 ;;;;;5051HS;;;;
2024;5051PH;2; 340.500 ;;;;;5051PH;;;;
2024;5059AM;1; 200.820 ;;;;;5059AM;;;;
2024;5059AN;1; 580.000 ;;;;;5059AN;;;;
2024;5062JK;1; 823.000 ;;;;;5062JK;Manege T Halster;Sportlaan 2;Oisterwijk;76690970
2024;5066CB;2; 359.600 ;;;;;5066CB;;;;
2024;5066CJ;2; 250.740 ;;;;;5066CJ;Amm Rijnen;Oirschotseweg 64;Moergestel;17260232
2024;5066CV;1; 190.000 ;;;;;5066CV;Stal Donkers;Floraweg 1;Moergestel;18059044
2024;5066PW;1; 282.000 ;;;;;5066PW;Burgers Hengsten Bv;Sebrechtsedijk 2;Moergestel;68287348
2024;5066XG;1; 119.200 ;;;;;5066XG;Blackstar Stables Bv;Heukelomsebaan 3;Moergestel;78561809
2024;5071RA;2; 865.800 ;;;;;5071RA;Keuninx Paardenfokkerij En Pension;Schoorstraat 28 a;Udenhout;53193342
2024;5071RH;1; 53.480 ;;;;;5071RH;;;;
2024;5071RP;1; 17.650 ;;;;;5071RP;;;;
2024;50737;1; 13.900 ;;;;;;;;;
2024;50765;1; 105.900 ;;;;;;;;;
2024;50769;1; 251.400 ;;;;;;;;;
2024;5076PK;1; 339.880 ;;;;;5076PK;;;;
2024;5076PR;1; 364.400 ;;;;;5076PR;;;;
2024;5081HG;1; 279.200 ;;;;;5081HG;Maatschap Bruurs Akkermans;Goirlesedijk 2;Hilvarenbeek;17254920
2024;5081NE;1; 724.800 ;;;;;5081NE;;;;
2024;5081NK;2; 547.800 ;;;;;5081NK;Florian Stables;Veldhoven 15 A;Hilvarenbeek;76284395
2024;5081XR;1; 424.400 ;;;;;5081XR;De Gerdine Hoeve;De Geul 2;Hilvarenbeek;18034960
2024;5084HB;1; 561.500 ;;;;;5084HB;Stal Van Hoof Bv;Hakvoortseweg 19;Biest-Houtakker;78131138
2024;5084HT;1; 106.400 ;;;;;5084HT;;;;
2024;50859;1; 96.100 ;;;;;;;;;
2024;5085ED;1; 322.300 ;;;;;5085ED;Stal De Utrecht Vof;Groenstraat 19;Esbeek;18071136
2024;5085ND;1; 98.160 ;;;;;5085ND;;;;
2024;5089NS;1; 459.200 ;;;;;5089NS;;;;
2024;5089NW;2; 484.100 ;;;;;5089NW;Stal Jansen En Jansen Bv;Moergestelseweg 3 A;Haghorst;64447367
2024;5089PH;1; 17.300 ;;;;;5089PH;Paardenhouderij Rombouts;Koningin Julianaweg 1;Haghorst;80150535
2024;5091JS;1; 1.174.200 ;;;;;5091JS;Steenhof Stables;Steenovenweg 1;Oost West en Middelbeers;17207791
2024;5091SJ;1; 296.400 ;;;;;5091SJ;Koen Leemans Equestrian Bv;Langegracht 4;Oost West en Middelbeers;59799595
2024;5091TG;1; 231.100 ;;;;;5091TG;;;;
2024;5091TJ;1; 431.800 ;;;;;5091TJ;;;;
2024;5094BD;1; 233.180 ;;;;;5094BD;Ajc Smolders;Neterselsedijk 42;Lage Mierde;54484286
2024;5095AB;1; 102.800 ;;;;;5095AB;;;;
2024;5095AC;2; 281.280 ;;;;;5095AC;Frankenhoeve;De Luther 18;Hooge Mierde;68109164
2024;5095BD;2; 346.800 ;;;;;5095BD;Academy Horses Bv;Koestraat 11 b;Hooge Mierde;68764596
2024;50996;1; 18.000 ;;;;;;;;;
2024;50997;1; 128.700 ;;;;;;;;;
2024;50999;1; 182.800 ;;;;;;;;;
2024;5101PA;1; 215.900 ;;;;;5101PA;;;;
2024;5103BP;1; 30.000 ;;;;;5103BP;;;;
2024;5105AB;1; 15.460 ;;;;;5105AB;;;;
2024;51061;1; 115.600 ;;;;;;;;;
2024;51069;1; 34.000 ;;;;;;;;;
2024;5106AA;1; 47.000 ;;;;;5106AA;Stoeterij Klein Dongen Cv;Klein Dongenseweg 43;Dongen;18061869
2024;5109RA;1; 117.350 ;;;;;5109RA;Vof Melsen;Vaartweg 19 A;'s Gravenmoer;18064684
2024;5109TK;1; 152.000 ;;;;;5109TK;;;;
2024;5111EP;1; 145.000 ;;;;;5111EP;;;;
2024;5111XG;1; 171.100 ;;;;;5111XG;Stal Boschoven Bv;Boschoven 16;Baarle-Nassau;66449316
2024;5113TA;1; 476.100 ;;;;;5113TA;Christie Dreessen Paardentandarts;Baarleseweg 10;Ulicoten;27353828
2024;5121RE;1; 469.000 ;;;;;5121RE;;;;
2024;5124NC;1; 220.000 ;;;;;5124NC;;;;
2024;5124NJ;1; 257.600 ;;;;;5124NJ;;;;
2024;5124RJ;1; 199.200 ;;;;;5124RJ;Stal Wauben;Donkstraat 25;Molenschot;72051280
2024;5125ND;1; 334.100 ;;;;;5125ND;;;;
2024;5125NH;1; 431.000 ;;;;;5125NH;;;;
2024;5125NJ;1; 258.100 ;;;;;5125NJ;Stal Jellema;Wierkstraat 8;Hulten;67710379
2024;5125PA;1; 40.900 ;;;;;5125PA;;;;
2024;5126AZ;1; 149.700 ;;;;;5126AZ;Tja Vof;Bessemeindseweg 6;Gilze;56375050
2024;5126BW;1; 142.520 ;;;;;5126BW;;;;
2024;5126NR;1; 167.000 ;;;;;5126NR;De Zwing;Hoogstraat 3;Gilze;17246413
2024;5126PH;1; 181.200 ;;;;;5126PH;;;;
2024;5126PL;1; 172.500 ;;;;;5126PL;;;;
2024;5126PS;1; 19.940 ;;;;;5126PS;;;;
2024;5126WX;1; 273.700 ;;;;;5126WX;;;;
2024;5131BW;1; 35.500 ;;;;;5131BW;Stal Het Merkske;Boslust 10;Alphen;74543032
2024;5131NA;1; 104.200 ;;;;;5131NA;;;;
2024;5131NK;1; 434.300 ;;;;;5131NK;;;;
2024;5133AA;1; 270.000 ;;;;;5133AA;;;;
2024;5133AB;1; 863.300 ;;;;;5133AB;;;;
2024;5133NA;1; 380.100 ;;;;;5133NA;Manege Groepsaccomodatie Het Hoefke;Het Hoefke 3;Riel;17242358
2024;51371;1; 249.100 ;;;;;;;;;
2024;51373;1; 271.400 ;;;;;;;;;
2024;51375;1; 122.400 ;;;;;;;;;
2024;51377;1; 240.500 ;;;;;;;;;
2024;51429;1; 403.800 ;;;;;;;;;
2024;51467;1; 46.000 ;;;;;;;;;
2024;51469;1; 241.400 ;;;;;;;;;
2024;51491;1; 1.602.100 ;;;;;;;;;
2024;5151RG;1; 97.900 ;;;;;5151RG;Pensionstal Giersbergen;Giersbergen 5;Drunen;17172518
2024;5151RH;1; 955.000 ;;;;;5151RH;R Vissers Drunen;Margrietweg 1;Drunen;17270867
2024;5158NA;1; 101.400 ;;;;;5158NA;;;;
2024;5161AN;1; 107.800 ;;;;;5161AN;;;;
2024;5161GL;1; 674.000 ;;;;;5161GL;;;;
2024;5161PM;1; 274.700 ;;;;;5161PM;;;;
2024;5165RA;1; 100.000 ;;;;;5165RA;;;;
2024;5165RE;1; 169.700 ;;;;;5165RE;;;;
2024;5171GK;1; 59.000 ;;;;;5171GK;;;;
2024;5171NC;2; 191.820 ;;;;;5171NC;In T Groen;Baan 4;Kaatsheuvel;17269090
2024;5171PJ;1; 165.000 ;;;;;5171PJ;Pas Sportpaarden Bv;Bernsehoef 4;Kaatsheuvel;18059762
2024;5171RB;2; 592.000 ;;;;;5171RB;De Smulhoeve Holding Bv;van Haestrechtstraat 15 B;Kaatsheuvel;17227189
2024;5171RC;2; 816.580 ;;;;;5171RC;;;;
2024;5171RL;1; 69.080 ;;;;;5171RL;;;;
2024;5171TJ;1; 121.500 ;;;;;5171TJ;;;;
2024;5175NV;1; 51.500 ;;;;;5175NV;;;;
2024;5175NW;1; 149.600 ;;;;;5175NW;;;;
2024;5175NX;1; 493.700 ;;;;;5175NX;;;;
2024;5175PB;1; 567.000 ;;;;;5175PB;;;;
2024;5176NM;1; 169.900 ;;;;;5176NM;Invictus Bv;Heibloemstraat 10;De Moer;62219774
2024;5211NJ;1; 29.300 ;;;;;5211NJ;;;;
2024;52355;1; 10.000 ;;;;;;;;;
2024;52379;1; 8.600 ;;;;;;;;;
2024;5237NB;1; 21.700 ;;;;;5237NB;;;;
2024;52428;1; 25.600 ;;;;;;;;;
2024;5243RK;1; 198.200 ;;;;;5243RK;;;;
2024;52445;1; 30.700 ;;;;;;;;;
2024;5247NP;1; 732.400 ;;;;;5247NP;;;;
2024;5248NL;1; 705.600 ;;;;;5248NL;;;;
2024;52499;1; 656.600 ;;;;;;;;;
2024;52511;1; 2.020.300 ;;;;;;;;;
2024;5251KL;1; 223.900 ;;;;;5251KL;;;;
2024;52525;1; 122.100 ;;;;;;;;;
2024;52538;1; 140.200 ;;;;;;;;;
2024;5253AL;1; 119.000 ;;;;;5253AL;Paardenhouderij Broeren Elshout Bv;Nieuwkuijksestraat 152;Nieuwkuijk;18028573
2024;5253AR;1; 29.200 ;;;;;5253AR;;;;
2024;5254JN;1; 39.000 ;;;;;5254JN;;;;
2024;5254JS;1; 567.200 ;;;;;5254JS;;;;
2024;5255PA;1; 85.000 ;;;;;5255PA;Robin Hoods Stables;Bernsestraat 15;Herpt;18048124
2024;5257NH;1; 773.100 ;;;;;5257NH;Stal Poppelaars Vof;De Omloop 5;Hedikhuizen;51054035
2024;5258TM;1; 243.600 ;;;;;5258TM;;;;
2024;5258TN;1; 589.200 ;;;;;5258TN;;;;
2024;5258TW;1; 55.000 ;;;;;5258TW;Van Rooij Kluijtmans Vof;Zandstraat 37;Berlicum;17150409
2024;5262GJ;1; 778.600 ;;;;;5262GJ;;;;
2024;5263LT;1; 596.000 ;;;;;5263LT;C C Maas Bv;Helvoirtseweg 211;Vught;16086685
2024;5263NM;1; 131.700 ;;;;;5263NM;;;;
2024;5266AD;1; 270.400 ;;;;;5266AD;;;;
2024;5266AJ;1; 355.200 ;;;;;5266AJ;;;;
2024;5266AL;1; 387.400 ;;;;;5266AL;;;;
2024;5266AS;1; 225.000 ;;;;;5266AS;;;;
2024;5268CG;1; 268.500 ;;;;;5268CG;;;;
2024;5268JW;1; 116.700 ;;;;;5268JW;;;;
2024;5268KW;1; 7.000 ;;;;;5268KW;;;;
2024;5268LE;1; 856.890 ;;;;;5268LE;;;;
2024;5268LG;1; 408.040 ;;;;;5268LG;;;;
2024;5268LK;1; 489.000 ;;;;;5268LK;;;;
2024;5271VC;1; 880.300 ;;;;;5271VC;Stal Felicia;Lookertstraat 8;Sint-Michielsgestel;16039972
2024;5271VE;1; 222.600 ;;;;;5271VE;Bentevree;Ruimel 7;Sint-Michielsgestel;53822463
2024;5271VN;1; 18.000 ;;;;;5271VN;Equistaete Bv;Theereheide 6;Sint-Michielsgestel;74317849
2024;5275HC;1; 211.100 ;;;;;5275HC;;;;
2024;5275HV;1; 40.000 ;;;;;5275HV;;;;
2024;5275JB;1; 328.080 ;;;;;5275JB;Stal Heijmans;Preutelsteeg 2;Den Dungen;71154582
2024;5281PD;1; 53.380 ;;;;;5281PD;;;;
2024;5281SC;1; 25.400 ;;;;;5281SC;Dester Van Nunen Fotografie;Koevoortseweg 20;Boxtel;70033978
2024;5281TJ;1; 312.300 ;;;;;5281TJ;Stoeterij Bloemendael Vof;Bosrand 3;Boxtel;77097238
2024;5282HP;1; 306.900 ;;;;;5282HP;Schoenmakers;Uilenbroek 3;Boxtel;17245516
2024;5282JE;1; 251.100 ;;;;;5282JE;Kim Vugts;Nergena 20;Boxtel;62444530
2024;5291AL;1; 25.980 ;;;;;5291AL;Stal Van Esch;Kerkeind 15;Gemonde;17125387
2024;5291NE;1; 60.000 ;;;;;5291NE;J Van Kessel;Boomstraat 10;Gemonde;17275494
2024;5292NH;1; 234.300 ;;;;;5292NH;;;;
2024;5294NG;1; 256.800 ;;;;;5294NG;Vepac Bv;Besselaar 10;Gemonde;16040035
2024;5296KH;1; 111.200 ;;;;;5296KH;;;;
2024;5298LP;1; 254.300 ;;;;;5298LP;Stal Van De Sande;Dazingstraat 1;Liempde;16081258
2024;5298NE;1; 435.500 ;;;;;5298NE;;;;
2024;5305TE;1; 254.200 ;;;;;5305TE;De Paardenfokkerij Suylighem Bv;Mertstraat 2 d;Zuilichem;62604546
2024;5306HB;2; 2.755.210 ;;;;;5306HB;Dressuurstal Van Baalen Bv;Verdrietweg 2;Brakel;70556903
2024;5307HR;1; 18.480 ;;;;;5307HR;;;;
2024;5311AB;1; 127.000 ;;;;;5311AB;;;;
2024;5311PC;1; 347.000 ;;;;;5311PC;Sb Horses Bv;Middelkampseweg 5;Gameren;30243565
2024;5313AP;1; 96.500 ;;;;;5313AP;Veehouderij H Timmer;Kerkstraat 37;Nieuwaal;30280162
2024;5314AS;1; 303.100 ;;;;;5314AS;;;;
2024;5314LE;1; 176.000 ;;;;;5314LE;W Den Otter;Steenweg 4;Bruchem;75558424
2024;5314LL;1; 228.000 ;;;;;5314LL;;;;
2024;5314LN;1; 16.478.431 ;;;;;5314LN;;;;
2024;5315AB;1; 60.000 ;;;;;5315AB;;;;
2024;5321JE;1; 865.800 ;;;;;5321JE;;;;
2024;53229;1; 156.900 ;;;;;;;;;
2024;5324AZ;1; 823.000 ;;;;;5324AZ;;;;
2024;5325KB;1; 96.000 ;;;;;5325KB;Paardenbedrijf De Woeste Hoeve;Slijkwellsestraat 22;Well;11063821
2024;5328JD;1; 444.000 ;;;;;5328JD;Leeuwenhaag;H.C. de Jonghweg 5;Rossum;60583991
2024;53343;1; 122.600 ;;;;;;;;;
2024;5334LL;1; 526.000 ;;;;;5334LL;;;;
2024;5334NT;1; 155.000 ;;;;;5334NT;;;;
2024;5335LB;2; 984.100 ;;;;;5335LB;Dutchsportponys;Veerweg 1 b;Alem;66265193
2024;5342NJ;1; 327.500 ;;;;;5342NJ;;;;
2024;5345HC;1; 12.000 ;;;;;5345HC;;;;
2024;5345HR;1; 145.900 ;;;;;5345HR;Farmerhoeve Vof;Langendonkweg 10;Oss;68572492
2024;5346JK;1; 72.800 ;;;;;5346JK;;;;
2024;5346JN;1; 1.024.200 ;;;;;5346JN;Manege Van Erp Vof;Frankenbeemdweg 39;Oss;16056989
2024;5346PH;1; 230.600 ;;;;;5346PH;;;;
2024;5351PP;1; 367.800 ;;;;;5351PP;;;;
2024;5356PB;1; 243.400 ;;;;;5356PB;;;;
2024;5357NA;1; 330.900 ;;;;;5357NA;Horse Et Bv;Ganzenweg 20;Overlangel;72020733
2024;5363TM;1; 2.175.800 ;;;;;5363TM;;;;
2024;5364NB;1; 176.200 ;;;;;5364NB;;;;
2024;5373KJ;1; 96.000 ;;;;;5373KJ;;;;
2024;5373KK;1; 47.440 ;;;;;5373KK;;;;
2024;5373LE;1; 120.000 ;;;;;5373LE;;;;
2024;5373LK;1; 438.800 ;;;;;5373LK;;;;
2024;5374NK;1; 234.000 ;;;;;5374NK;;;;
2024;5375AH;1; 52.000 ;;;;;5375AH;;;;
2024;5375KC;1; 32.000 ;;;;;5375KC;;;;
2024;5382JT;1; 222.900 ;;;;;5382JT;;;;
2024;5384PN;1; 492.400 ;;;;;5384PN;;;;
2024;5384RB;2; 821.000 ;;;;;5384RB;Stal De Fliere Fluiter;Wijststraat 16;Heesch;17245420
2024;5384ST;1; 41.000 ;;;;;5384ST;;;;
2024;5386KC;1; 287.000 ;;;;;5386KC;;;;
2024;5386KR;1; 185.500 ;;;;;5386KR;;;;
2024;53881;1; 389.200 ;;;;;;;;;
2024;5388RD;1; 135.700 ;;;;;5388RD;;;;
2024;5388XB;1; 430.400 ;;;;;5388XB;;;;
2024;53909;1; 8.700 ;;;;;;;;;
2024;53913;1; 25.200 ;;;;;;;;;
2024;53919;1; 12.200 ;;;;;;;;;
2024;5391KC;1; 586.700 ;;;;;5391KC;;;;
2024;5394AC;1; 271.800 ;;;;;5394AC;;;;
